X,Результаты модуля (X)
0.1,-3.3219280949289516
0.2,-2.321928094913162
0.30000000000000004,-1.7369655941882547
0.4,-1.3219280949041279
0.5,-1.0
0.6,-0.7369655941665152
0.7,-0.5145731728362899
0.7999999999999999,-0.321928094883622
0.8999999999999999,-0.15200309344627663
0.9999999999999999,0.0
1.0999999999999999,0.13750352375154065
1.2,0.26303440583671345
1.3,0.37851162325855114
1.4000000000000001,0.48542682715992547
1.5000000000000002,0.5849625007231747
1.6000000000000003,0.6780719051198907
1.7000000000000004,0.7655347463729956
1.8000000000000005,0.8479969065598056
1.9000000000000006,0.9259994185665502
2.0000000000000004,1.0000000000000002
2.1000000000000005,1.0703893279006984
2.2000000000000006,1.1375035237635893
2.3000000000000007,1.2016338611768569
2.400000000000001,1.263034405847259
2.500000000000001,1.321928094904128
2.600000000000001,1.3785116232664143
2.700000000000001,1.4329594072931247
2.800000000000001,1.4854268271816806
2.9000000000000012,1.5360529002571013
3.0000000000000013,1.5849625007411845
3.1000000000000014,1.6322682155159571
3.2000000000000015,1.6780719051328814
3.3000000000000016,1.722466024486828
3.4000000000000017,1.7655347463832
3.5000000000000018,1.8073549220806173
3.600000000000002,1.8479969065749515
3.700000000000002,1.8875252707648198
3.800000000000002,1.9259994185758282
3.900000000000002,1.9634741239981763
4.000000000000002,2.000000000025731
4.100000000000001,2.0356239097539284
4.200000000000001,2.0703893279173538
4.300000000000001,2.104336659837734
4.4,2.1375035237759996
4.5,2.169925001464994
4.6,2.2016338611957167
4.699999999999999,2.232660756818701
4.799999999999999,2.263034405859769
4.899999999999999,2.292781749256412
4.999999999999998,2.321928094913161
5.099999999999998,2.3504972471127576
5.1999999999999975,2.378511623284405
5.299999999999997,2.405992359704443
5.399999999999997,2.432959407306939
5.4999999999999964,2.4594316186658176
5.599999999999996,2.4854268272011666
5.699999999999996,2.510961919305753
5.799999999999995,2.5360529002711663
5.899999999999995,2.560714954507375
5.999999999999995,2.584962500752088
6.099999999999994,2.608809242708534
6.199999999999994,2.6322682155303667
6.299999999999994,2.6553518286456286
6.399999999999993,2.6780719051474224
6.499999999999993,2.700439718174182
6.5999999999999925,2.722466024506004
6.699999999999992,2.744161095603475
6.799999999999992,2.7655347463979765
6.8999999999999915,2.7865963619238054
6.999999999999991,2.8073549220926504
7.099999999999991,2.827819024653983
7.19999999999999,2.847996906590004
7.29999999999999,2.867896464029419
7.39999999999999,2.887525270776618
7.499999999999989,2.9068905956453484
7.599999999999989,2.9259994185911946
7.699999999999989,2.944858445844402
7.799999999999988,2.9634741240132745
7.899999999999988,2.981852653326609
7.999999999999988,3.000000000038473
8.099999999999987,3.0179219080341064
8.199999999999987,3.035623909769248
8.299999999999986,3.0531113364994624
8.399999999999986,3.0703893279299495
8.499999999999986,3.0874628412903293
8.599999999999985,3.104336659853288
8.699999999999985,3.121015401001424
8.799999999999985,3.1375035237884643
8.899999999999984,3.1538053361191345
8.999999999999984,3.1699250014837177
9.099999999999984,3.1858665453514567
9.199999999999983,3.201633861211133
9.299999999999983,3.21723071626079
9.399999999999983,3.2326607568318133
9.499999999999982,3.247927513483686
9.599999999999982,3.263034405875368
9.699999999999982,3.277984747342577
9.799999999999981,3.2927817492694342
9.89999999999998,3.307428525235126
9.99999999999998,3.321928094928949
